sp,lat,lon
"Chamaepetes_goudotii",1.23372,-76.93301
"Chamaepetes_goudotii",4.86057,-75.52586
"Chamaepetes_goudotii",4.52937,-76.08732
"Chamaepetes_goudotii",2.27449,-76.59952
"Chamaepetes_goudotii",3.4657,-76.64901
"Chamaepetes_goudotii",6.41525,-76.04525
"Chamaepetes_goudotii",-3.92729,-78.61597
"Chamaepetes_goudotii",3.34253,-76.65614
"Chamaepetes_goudotii",4.87017,-75.1542
"Chamaepetes_goudotii",4.19576,-76.41473
"Chamaepetes_goudotii",5.19182,-75.95746
"Chamaepetes_goudotii",1.82139,-75.66833
"Chamaepetes_goudotii",0.00322,-78.69188
"Chamaepetes_goudotii",11.09763,-74.07349
"Chamaepetes_goudotii",-0.02439,-78.76986
"Chamaepetes_goudotii",-0.01002,-78.67908
"Chamaepetes_goudotii",5.23042,-76.08342
"Chamaepetes_goudotii",-4.10948,-78.96595
"Chamaepetes_goudotii",-5.67578,-77.69021
"Chamaepetes_goudotii",3.52785,-76.74062
"Chamaepetes_goudotii",1.89753,-76.28863
"Chamaepetes_goudotii",11.1055,-74.05686
"Chamaepetes_goudotii",4.63689,-75.48569
"Chamaepetes_goudotii",11.09735,-74.07854
"Chamaepetes_goudotii",5.17147,-76.03942
"Chamaepetes_goudotii",3.83136,-76.20983
"Chamaepetes_goudotii",3.49095,-76.62806
"Chamaepetes_goudotii",4.1902,-75.72082
"Chamaepetes_goudotii",4.48733,-75.55436
"Chamaepetes_goudotii",-14.21,-69.06
"Chamaepetes_unicolor",9.52961,-83.66793
"Chamaepetes_unicolor",10.35683,-84.26153
"Chamaepetes_unicolor",10.18373,-84.23595
"Chamaepetes_unicolor",10.31884,-84.80858
"Chamaepetes_unicolor",9.47211,-83.57753
"Chamaepetes_unicolor",10.30567,-84.78905
"Chamaepetes_unicolor",10.30389,-84.79383
"Chamaepetes_unicolor",10.16022,-84.16122
"Chamaepetes_unicolor",10.30772,-84.79295
"Chamaepetes_unicolor",10.44264,-84.68643
"Chamaepetes_unicolor",9.60596,-83.82256
"Chamaepetes_unicolor",10.30314,-84.79515
"Chamaepetes_unicolor",9.65294,-83.85046
"Chamaepetes_unicolor",10.3436,-84.79629
"Chamaepetes_unicolor",10.3062,-84.81882
"Chamaepetes_unicolor",9.667,-83.8778
"Chamaepetes_unicolor",10.20574,-84.31723
"Chamaepetes_unicolor",10.30386,-84.81654
"Chamaepetes_unicolor",9.5582,-83.72393
"Chamaepetes_unicolor",9.5475,-83.80188
"Chamaepetes_unicolor",9.55054,-83.80751
"Chamaepetes_unicolor",9.59121,-83.79859
"Chamaepetes_unicolor",10.30255,-84.79587
"Chamaepetes_unicolor",9.54434,-83.81566
"Chamaepetes_unicolor",10.09191,-84.06062
"Chamaepetes_unicolor",8.8436,-82.53264
"Chamaepetes_unicolor",10.30132,-84.79587
"Chamaepetes_unicolor",10.30635,-84.79421
"Chamaepetes_unicolor",9.53832,-83.81731
"Chamaepetes_unicolor",9.75903,-83.78389
"Chamaepetes_unicolor",10.16013,-84.22762
"Chamaepetes_unicolor",9.55054,-83.80742
"Chamaepetes_unicolor",8.80966,-82.39527
"Chamaepetes_unicolor",10.20382,-84.16184
"Chamaepetes_unicolor",10.06591,-84.07864
"Chamaepetes_unicolor",10.34101,-84.79063
"Chamaepetes_unicolor",10.21002,-84.30387
"Chamaepetes_unicolor",10.30472,-84.79465
"Chamaepetes_unicolor",10.30708,-84.81162
"Chamaepetes_unicolor",10.035,-83.92806
"Chamaepetes_unicolor",10.20343,-84.31
"Chamaepetes_unicolor",9.58792,-83.79937
"Chamaepetes_unicolor",9.83847,-84.14575
"Chamaepetes_unicolor",10.18343,-84.31103
"Chamaepetes_unicolor",10.30784,-84.80514
"Chamaepetes_unicolor",10.44531,-84.67647
"Chamaepetes_unicolor",10.76104,-85.3021
"Chamaepetes_unicolor",10.34378,-84.79603
"Chamaepetes_unicolor",10.31091,-84.82417
"Chamaepetes_unicolor",9.8897,-83.6545
"Chamaepetes_unicolor",10.31814,-84.82305
"Chamaepetes_unicolor",10.15406,-84.49461
"Chamaepetes_unicolor",10.36377,-84.79036
"Chamaepetes_unicolor",10.30666,-84.81739
"Chamaepetes_unicolor",10.23182,-84.35543
"Chamaepetes_unicolor",10.29972,-84.80566
"Chamaepetes_unicolor",9.87754,-84.14875
"Chamaepetes_unicolor",9.55735,-83.80353
"Chamaepetes_unicolor",9.77177,-83.78363
"Chamaepetes_unicolor",10.30477,-84.79333
"Chamaepetes_unicolor",10.34237,-84.79832
"Chamaepetes_unicolor",10.29945,-84.80614
"Chamaepetes_unicolor",10.20479,-84.31736
"Chamaepetes_unicolor",9.57678,-83.80008
"Chamaepetes_unicolor",10.20535,-84.31799
"Chamaepetes_unicolor",10.20127,-84.66663
"Chamaepetes_unicolor",8.66995,-80.05974
"Chamaepetes_unicolor",10.30702,-84.80974
"Chamaepetes_unicolor",10.22171,-84.16696
"Chamaepetes_unicolor",8.65628,-82.20876
"Chamaepetes_unicolor",10.41326,-84.12736
"Chamaepetes_unicolor",8.87578,-82.55352
"Chamaepetes_unicolor",9.66684,-83.87117
"Chamaepetes_unicolor",8.80187,-82.51865
"Chamaepetes_unicolor",8.8386,-82.47831
"Chamaepetes_unicolor",10.50356,-84.69509
"Chamaepetes_unicolor",9.55055,-83.8075
"Chamaepetes_unicolor",8.503,-81.787
"Chamaepetes_unicolor",8.84386,-82.51599
"Chamaepetes_unicolor",10.2627,-84.35529
"Chamaepetes_unicolor",10.15165,-84.49143
"Chamaepetes_unicolor",10.30099,-84.7942
"Chamaepetes_unicolor",9.55412,-83.86602
"Chamaepetes_unicolor",10.01088,-83.71358
"Chamaepetes_unicolor",10.30244,-84.79611
"Chamaepetes_unicolor",9.46095,-83.5945
"Chamaepetes_unicolor",10.29891,-84.80453
"Chamaepetes_unicolor",10.16211,-84.15882
"Chamaepetes_unicolor",10.66965,-85.01236
"Chamaepetes_unicolor",9.67022,-83.86559
"Chamaepetes_unicolor",10.29869,-84.78351
"Chamaepetes_unicolor",9.55062,-83.80741
"Chamaepetes_unicolor",10.31317,-84.81576
"Chamaepetes_unicolor",10.16165,-84.21911
"Chamaepetes_unicolor",10.20407,-84.31732
"Chamaepetes_unicolor",10.31174,-84.81838
